Win,Month,Day,Year,Weekday,Time,RoadTeam,Locale,HomeTeam,Conference,RoadTeamPoints,OT
0,Jan,27,2015,Tue,9:00 pm/est,Baylor,@,Oklahoma State,Big 12,53,
0,Feb,24,2018,Sat,2:00 pm/est,Oklahoma State,@,Texas,Big 12,64,
0,Feb,27,2016,Sat,2:00 pm/est,Louisville,@,Miami (FL) (12),ACC,65,
1,Mar,3,2018,Sat,8:30 pm/est,Vanderbilt,@,Mississippi,SEC,82,
0,Jan,31,2016,Sun,3:00 pm/est,Northwestern,@,Iowa (3),Big Ten,71,
0,Jan,6,2018,Sat,9:00 pm/est,Kentucky,@,Tennessee (23),SEC,65,
1,Jan,5,2017,Thu,7:00 pm/est,Purdue,@,Ohio State,Big Ten,76,
0,Feb,6,2016,Sat,12:00 pm/est,Marquette,@,Xavier (6),Big East,82,
0,Feb,22,2015,Sun,3:00 pm/est,Utah,@,Oregon,Pac-12,58,
0,Jan,10,2017,Tue,7:00 pm/est,Xavier,@,Villanova (3),Big East,54,
0,Feb,28,2015,Sat,4:00 pm/est,West Virginia,@,Baylor (19),Big 12,66,
0,Jan,1,2016,Fri,9:00 pm/est,Utah,@,Stanford,Pac-12,68,OT
0,Jan,7,2016,Thu,7:00 pm/est,Michigan,@,Purdue (20),Big Ten,70,
0,Mar,4,2017,Sat,6:00 pm/est,LSU,@,Mississippi State,SEC,76,
1,Mar,1,2018,Thu,8:00 pm/est,Virginia,@,Louisville,ACC,67,
1,Dec,3,2017,Sun,8:00 pm/est,Maryland,@,Illinois,Big Ten,92,OT
0,Feb,11,2018,Sun,1:00 pm/est,Wake Forest,@,Syracuse,ACC,70,
0,Jan,19,2016,Tue,7:00 pm/est,Kansas,@,Oklahoma State,Big 12,67,
1,Jan,11,2017,Wed,9:00 pm/est,Iowa State,@,Oklahoma State,Big 12,96,
0,Mar,2,2015,Mon,9:00 pm/est,Oklahoma,@,Iowa State (17),Big 12,70,
0,Feb,17,2015,Tue,9:00 pm/est,LSU,@,Texas A&M,SEC,62,
1,Jan,21,2017,Sat,10:30 pm/est,California,@,Oregon State,Pac-12,69,
0,Mar,7,2015,Sat,2:30 pm/est,California,@,Arizona State,Pac-12,70,
0,Feb,25,2015,Wed,9:00 pm/est,Florida State,@,Miami (FL),ACC,77,
0,Feb,11,2017,Sat,8:00 pm/est,Stanford,@,Arizona State,Pac-12,69,
0,Dec,28,2016,Wed,9:00 pm/est,UCLA,@,Oregon (21),Pac-12,87,
0,Jan,21,2017,Sat,12:00 pm/est,Nebraska,@,Rutgers,Big Ten,64,
1,Jan,17,2016,Sun,1:00 pm/est,Creighton,@,DePaul,Big East,91,
0,Jan,7,2017,Sat,3:00 pm/est,Clemson,@,Notre Dame (23),ACC,70,
0,Jan,17,2017,Tue,9:00 pm/est,Tennessee,@,Mississippi,SEC,69,
0,Jan,3,2018,Wed,6:30 pm/est,Mississippi,@,Georgia,SEC,60,
0,Jan,8,2017,Sun,8:00 pm/est,Stanford,@,UCLA (4),Pac-12,75,
0,Feb,21,2015,Sat,11:00 pm/est,Colorado,@,Oregon State,Pac-12,58,
1,Jan,3,2015,Sat,8:15 pm/est,North Carolina,@,Clemson,ACC,74,
1,Jan,6,2018,Sat,2:15 pm/est,LSU,@,Texas A&M (11),SEC,69,
0,Feb,11,2017,Sat,1:00 pm/est,Syracuse,@,Pittsburgh,ACC,75,
1,Feb,13,2016,Sat,2:30 pm/est,Xavier,@,Butler,Big East,74,
0,Feb,7,2015,Sat,3:30 pm/est,DePaul,@,Butler (22),Big East,73,
0,Feb,6,2016,Sat,6:00 pm/est,Mississippi State,@,Louisiana State,SEC,77,
0,Jan,2,2015,Fri,10:00 pm/est,USC,@,Utah (10),Pac-12,55,
0,Jan,9,2016,Sat,12:00 pm/est,Virginia Tech,@,Duke (14),ACC,58,
1,Feb,13,2016,Sat,2:30 pm/est,Kansas,@,Oklahoma (3),Big 12,76,
1,Jan,30,2016,Sat,8:30 pm/est,Mississippi State,@,Missouri,SEC,76,
0,Mar,1,2016,Tue,8:00 pm/est,Wake Forest,@,Duke (17),ACC,71,
0,Feb,29,2016,Mon,7:00 pm/est,Oklahoma State,@,Iowa State (21),Big 12,50,
0,Jan,24,2015,Sat,12:00 pm/est,Wake Forest,@,Clemson,ACC,57,
0,Jan,7,2018,Sun,6:00 pm/est,Florida State,@,Miami (FL) (15),ACC,74,
0,Jan,13,2016,Wed,8:30 pm/est,Marquette,@,Villanova (6),Big East,68,
1,Feb,21,2018,Wed,8:00 pm/est,TCU,@,Iowa State,Big 12,89,
0,Jan,21,2017,Sat,2:15 pm/est,Illinois,@,Michigan,Big Ten,57,
0,Feb,27,2016,Sat,6:30 pm/est,North Carolina,@,Virginia (3),ACC,74,
0,Jan,18,2018,Thu,8:00 pm/est,Washington State,@,Colorado,Pac-12,73,
0,Jan,20,2018,Sat,2:00 pm/est,Oklahoma,@,Oklahoma State,Big 12,81,OT
0,Feb,15,2016,Mon,9:00 pm/est,Oklahoma State,@,Kansas (2),Big 12,67,
0,Jan,13,2015,Tue,7:00 pm/est,Penn State,@,Indiana,Big Ten,73,
0,Feb,6,2018,Tue,9:00 pm/est,TCU,@,Kansas (10),Big 12,64,
1,Jan,7,2017,Sat,12:00 pm/est,Butler,@,Georgetown,Big East,85,OT
0,Feb,20,2016,Sat,10:00 pm/est,Oregon State,@,Oregon (16),Pac-12,81,
0,Feb,11,2017,Sat,4:00 pm/est,Ohio State,@,Maryland (21),Big Ten,77,
1,Jan,23,2016,Sat,4:00 pm/est,Louisville,@,Georgia Tech,ACC,75,
0,Jan,30,2018,Tue,9:00 pm/est,Baylor,@,Oklahoma (12),Big 12,96,
0,Feb,25,2016,Thu,9:00 pm/est,St. John's,@,DePaul,Big East,75,
1,Jan,26,2016,Tue,8:30 pm/est,Xavier,@,Providence (10),Big East,75,
0,Feb,9,2016,Tue,8:00 pm/est,Xavier,@,Creighton,Big East,56,
1,Mar,2,2017,Thu,9:00 pm/est,Iowa,@,Wisconsin (22),Big Ten,59,
0,Feb,6,2018,Tue,7:00 pm/est,Michigan,@,Northwestern,Big Ten,52,
0,Jan,23,2018,Tue,8:30 pm/est,Alabama,@,Mississippi,SEC,66,
1,Feb,21,2018,Wed,9:00 pm/est,Wake Forest,@,Pittsburgh,ACC,63,
